0.000000	0.500000
0.100000	0.503750
0.200000	0.507519
0.300000	0.511306
0.400000	0.515112
0.500000	0.518936
0.600000	0.522779
0.700000	0.526640
0.800000	0.530520
0.900000	0.534418
1.000000	0.538334
1.100000	0.542269
1.200000	0.546221
1.300000	0.550191
1.400000	0.554180
1.500000	0.558186
1.600000	0.562210
1.700000	0.566252
1.800000	0.570311
1.900000	0.574388
2.000000	0.578482
2.100000	0.582594
2.200000	0.586723
2.300000	0.590869
2.400000	0.595032
2.500000	0.599212
2.600000	0.603409
2.700000	0.607622
2.800000	0.611852
2.900000	0.616099
3.000000	0.620362
3.100000	0.624641
3.200000	0.628937
3.300000	0.633249
3.400000	0.637576
3.500000	0.641919
3.600000	0.646278
3.700000	0.650653
3.800000	0.655042
3.900000	0.659447
4.000000	0.663867
4.100000	0.668303
4.200000	0.672752
4.300000	0.677217
4.400000	0.681696
4.500000	0.686189
4.600000	0.690697
4.700000	0.695219
4.800000	0.699754
4.900000	0.704304
5.000000	0.708866
5.100000	0.713443
5.200000	0.718032
5.300000	0.722634
5.400000	0.727250
5.500000	0.731878
5.600000	0.736518
5.700000	0.741171
5.800000	0.745836
5.900000	0.750513
6.000000	0.755202
6.100000	0.759902
6.200000	0.764614
6.300000	0.769337
6.400000	0.774071
6.500000	0.778816
6.600000	0.783571
6.700000	0.788337
6.800000	0.793113
6.900000	0.797899
7.000000	0.802695
7.100000	0.807500
7.200000	0.812315
7.300000	0.817139
7.400000	0.821972
7.500000	0.826813
7.600000	0.831663
7.700000	0.836522
7.800000	0.841388
7.900000	0.846262
8.000000	0.851144
8.100000	0.856033
8.200000	0.860929
8.300000	0.865833
8.400000	0.870743
8.500000	0.875659
8.600000	0.880582
8.700000	0.885511
8.800000	0.890445
8.900000	0.895385
9.000000	0.900330
9.100000	0.905281
9.200000	0.910236
9.300000	0.915196
9.400000	0.920160
9.500000	0.925128
9.600000	0.930100
9.700000	0.935075
9.800000	0.940054
9.900000	0.945036
