0.000000	100.000000	0.000000
0.050000	95.000000	5.000000
0.100000	90.500000	9.500000
0.150000	86.450000	13.550000
0.200000	82.805000	17.195000
0.250000	79.524500	20.475500
0.300000	76.572050	23.427950
0.350000	73.914845	26.085155
0.400000	71.523360	28.476640
0.450000	69.371024	30.628976
0.500000	67.433922	32.566078
0.550000	65.690530	34.309470
0.600000	64.121477	35.878523
0.650000	62.709329	37.290671
0.700000	61.438396	38.561604
0.750000	60.294557	39.705443
0.800000	59.265101	40.734899
0.850000	58.338591	41.661409
0.900000	57.504732	42.495268
0.950000	56.754259	43.245741
1.000000	56.078833	43.921167
1.050000	55.470949	44.529051
1.100000	54.923855	45.076145
1.150000	54.431469	45.568531
1.200000	53.988322	46.011678
1.250000	53.589490	46.410510
1.300000	53.230541	46.769459
1.350000	52.907487	47.092513
1.400000	52.616738	47.383262
1.450000	52.355064	47.644936
1.500000	52.119558	47.880442
1.550000	51.907602	48.092398
1.600000	51.716842	48.283158
1.650000	51.545158	48.454842
1.700000	51.390642	48.609358
1.750000	51.251578	48.748422
1.800000	51.126420	48.873580
1.850000	51.013778	48.986222
1.900000	50.912400	49.087600
1.950000	50.821160	49.178840
2.000000	50.739044	49.260956
2.050000	50.665140	49.334860
2.100000	50.598626	49.401374
2.150000	50.538763	49.461237
2.200000	50.484887	49.515113
2.250000	50.436398	49.563602
2.300000	50.392758	49.607242
2.350000	50.353483	49.646517
2.400000	50.318134	49.681866
2.450000	50.286321	49.713679
2.500000	50.257689	49.742311
2.550000	50.231920	49.768080
2.600000	50.208728	49.791272
2.650000	50.187855	49.812145
2.700000	50.169070	49.830930
2.750000	50.152163	49.847837
2.800000	50.136946	49.863054
2.850000	50.123252	49.876748
2.900000	50.110927	49.889073
2.950000	50.099834	49.900166
3.000000	50.089851	49.910149
3.050000	50.080865	49.919135
3.100000	50.072779	49.927221
3.150000	50.065501	49.934499
3.200000	50.058951	49.941049
3.250000	50.053056	49.946944
3.300000	50.047750	49.952250
3.350000	50.042975	49.957025
3.400000	50.038678	49.961322
3.450000	50.034810	49.965190
3.500000	50.031329	49.968671
3.550000	50.028196	49.971804
3.600000	50.025376	49.974624
3.650000	50.022839	49.977161
3.700000	50.020555	49.979445
3.750000	50.018499	49.981501
3.800000	50.016649	49.983351
3.850000	50.014985	49.985015
3.900000	50.013486	49.986514
3.950000	50.012137	49.987863
4.000000	50.010924	49.989076
4.050000	50.009831	49.990169
4.100000	50.008848	49.991152
4.150000	50.007963	49.992037
4.200000	50.007167	49.992833
4.250000	50.006450	49.993550
4.300000	50.005805	49.994195
4.350000	50.005225	49.994775
4.400000	50.004702	49.995298
4.450000	50.004232	49.995768
4.500000	50.003809	49.996191
4.550000	50.003428	49.996572
4.600000	50.003085	49.996915
4.650000	50.002777	49.997223
4.700000	50.002499	49.997501
4.750000	50.002249	49.997751
4.800000	50.002024	49.997976
4.850000	50.001822	49.998178
4.900000	50.001640	49.998360
4.950000	50.001476	49.998524
