0.000000	0.000000
0.100000	-0.980000
0.200000	-1.960000
0.300000	-2.940000
0.400000	-3.920000
0.500000	-4.900000
0.600000	-5.880000
0.700000	-6.860000
0.800000	-7.840000
0.900000	-8.820000
1.000000	-9.800000
1.100000	-10.780000
1.200000	-11.760000
1.300000	-12.740000
1.400000	-13.720000
1.500000	-14.700000
1.600000	-15.680000
1.700000	-16.660000
1.800000	-17.640000
1.900000	-18.620000
2.000000	-19.600000
2.100000	-20.580000
2.200000	-21.560000
2.300000	-22.540000
2.400000	-23.520000
2.500000	-24.500000
2.600000	-25.480000
2.700000	-26.460000
2.800000	-27.440000
2.900000	-28.420000
3.000000	-29.400000
3.100000	-30.380000
3.200000	-31.360000
3.300000	-32.340000
3.400000	-33.320000
3.500000	-34.300000
3.600000	-35.280000
3.700000	-36.260000
3.800000	-37.240000
3.900000	-38.220000
4.000000	-39.200000
4.100000	-40.180000
4.200000	-41.160000
4.300000	-42.140000
4.400000	-43.120000
4.500000	-44.100000
4.600000	-45.080000
4.700000	-46.060000
4.800000	-47.040000
4.900000	-48.020000
5.000000	-49.000000
5.100000	-49.980000
5.200000	-50.960000
5.300000	-51.940000
5.400000	-52.920000
5.500000	-53.900000
5.600000	-54.880000
5.700000	-55.860000
5.800000	-56.840000
5.900000	-57.820000
6.000000	-58.800000
6.100000	-59.780000
6.200000	-60.760000
6.300000	-61.740000
6.400000	-62.720000
6.500000	-63.700000
6.600000	-64.680000
6.700000	-65.660000
6.800000	-66.640000
6.900000	-67.620000
7.000000	-68.600000
7.100000	-69.580000
7.200000	-70.560000
7.300000	-71.540000
7.400000	-72.520000
7.500000	-73.500000
7.600000	-74.480000
7.700000	-75.460000
7.800000	-76.440000
7.900000	-77.420000
8.000000	-78.400000
8.100000	-79.380000
8.200000	-80.360000
8.300000	-81.340000
8.400000	-82.320000
8.500000	-83.300000
8.600000	-84.280000
8.700000	-85.260000
8.800000	-86.240000
8.900000	-87.220000
9.000000	-88.200000
9.100000	-89.180000
9.200000	-90.160000
9.300000	-91.140000
9.400000	-92.120000
9.500000	-93.100000
9.600000	-94.080000
9.700000	-95.060000
9.800000	-96.040000
9.900000	-97.020000
